Input.Sample	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Pearson.Correlation	RMSE	Type	Input.Sample	Alt_ID	Cohort						
X14957.D707_D508	0	0.033835374	0.033382849	0.034724215	0	0.003885036	0	0.036936543	0.024870908	0	0.024570491	0	0	0.219803471	0	0.344782269	0	0	0.243208845	0	0	0	0	0.333402151	0.958479525	SJMC	SD0522	SD0522	MyBrCa						
X15436.D708_D504	0.090889186	0.064026682	0	0.057386974	0	0.283957033	0.063814064	0.027451006	0	0.024638043	0	0	0.007798426	0	0.070572511	0.208517973	0.013668395	0	0.087279706	0	0	0	0	0.521865272	0.860095876	SJMC	SD0525	SD0525	MyBrCa						
X14956.D705_D503	0.031393335	0	0.015548325	0.096551774	0	0.118060187	0	0.063415681	0.041112624	0	0	0.03372177	0	0.157875422	0.087729387	0.282664188	0.001063825	0	0.06034596	0	0	0.010517521	0.009	0.24876238	0.98706445	SJMC	SD0530	SD0530	MyBrCa						
X14956.D711_D507	0.038409606	0	0.007468017	0.095061186	0	0.124283009	6.00E-04	0.075498339	0.073737083	0	0	0.077759535	0.012947054	0.003233088	0.121977106	0.302774272	0.052837409	0	0	0.006877206	0	0.006556079	0	0.429708213	0.902235926	SJMC	SD0532	SD0532	MyBrCa						
X15092.D708_D507	0.007320812	0	0.011925682	0.100077675	0	0.058757159	1.00E-04	0.056149122	0.024015547	0.024624336	0	0.055359325	0	0.117649881	0.092345687	0.36573739	0.003815593	0	0.082125954	0	0	0	0	0.338845953	0.947043265	SJMC	SD0533	SD0533	MyBrCa						
X15436.D704_D508	0.020872076	0.025166128	0	0.078172973	0	0.183021958	0	0.03134289	0	2.00E-04	0	0.006227864	0	0	0.063784651	0.457141898	0.044301823	0	0.072144647	0	0	0.017667374	0.003	0.267274083	0.978977	SJMC	SD0536	SD0536	MyBrCa						
X14957.D706_D506	0.024217532	0	0.001614832	0.058162379	0	0.033374521	0	0.062239864	0.008675613	0	0	0.019043135	0	0.105213574	0.053580503	0.581840843	0	0	0.045151822	0	0	0.006885383	0	0.386829458	0.932630681	SJMC	SD0538	SD0538	MyBrCa						
X15436.D702_D507	0.060123563	0	0.021379968	0.031654248	0	0.120824079	0	0.035218951	0.007662565	0	0.025941443	0.005167934	0.005795737	0	0.030884575	0.534352865	0	0.013185128	0.105432644	0	0	0.0023763	0.028	0.198217694	1.0125122	SJMC	SD0545	SD0545	MyBrCa						
X15436.D706_D504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.954708769	SJMC	SD0549	SD0549	MyBrCa						
X15855.D707_D507	0.020558822	0	0	0.010119864	0	0.076800776	0	0.052606234	0.044219421	0	0	0.055423249	0	0.178625363	0.084757004	0.412658479	0.004008563	0	0.060222225	0	0	0	0	0.436848734	0.900781878	SJMC	SD0549	SD0549	MyBrCa						
X14956.D702_D508	0	0.001117379	0	0.032524022	0	0.186207485	0	0.019390589	0.021209314	0	0.184761337	0	0.060669732	0.002780604	0.005221947	0.253757308	0.00371657	0	0.228643715	0	0	0	0.236	0.077580091	1.06414192	SJMC	SD0552	SD0552	MyBrCa						
X15602.D707_D502	0.056222434	0	0	0.006640811	0	0.216936099	0	0.016078995	0.002948494	0	0.003918641	0.011557708	0.081485829	0.089766861	0.065098757	0.293336603	0	0	0.156008768	0	0	0	0.01	0.244441356	0.985351738	SJMC	SD0553	SD0553	MyBrCa						
X14957.D707_D506	0	0.049687098	0	0.126776724	0	0.012820773	0	0.066245738	0.073571018	0	0	0.119508802	0.051364025	0	0.054907968	0.410150747	0.002938881	0	0.018272863	0.013338428	0	4.00E-04	0.003	0.268971308	0.978738338	SJMC	SD0556	SD0556	MyBrCa						
X15436.D710_D504	0.012552078	0	0.001089476	0	0	0.16168597	0	0.058843955	0.00294516	0	0	0.083138468	0.025271947	0.054575796	0.022103406	0.41392219	0	0.072383106	0.089971335	0	0	0.001517113	0.168	0.097345758	1.051892052	SJMC	SD0560	SD0560	MyBrCa						
X15436.D710_D507	0.037017	0	0.02436265	0.108796266	0	0.007507433	0	0.029457386	0	0.043400777	0	0.06255746	0	0	0.036669635	0.462107345	0.022716199	0	0.165407848	0	0	0	0	0.378023504	0.927360251	SJMC	SD0561	SD0561	MyBrCa						
X14957.D711_D502	7.00E-04	0	0	0.218361574	0	0.007416474	0	0.027486724	0.001762355	0	0.003660614	0	0.014530556	0	0	0.492370024	0.005933868	0.012132229	0.215681629	0	0	0	0.001	0.288069318	0.974887176	SJMC	SD0568	SD0568	MyBrCa						
X14957.D702_D505	0.027120856	0	0	0.115388837	0	0.148911888	0	0.078466204	0.022108377	0	0	0.06346505	0.005773081	0.061269162	0.16022755	0.306979657	0.002825597	0	0	0	0	0.007463742	0	0.414134591	0.911961561	SJMC	SD0569	SD0569	MyBrCa						
X14957.D712_D503	0.052823122	0	0	0.139370196	0	0.124775035	0.008212148	0.027684954	0.03238261	0	0	0.044048774	0.036331381	0	0.074771519	0.361427784	9.00E-04	0	0.097287966	0	0	0	0	0.480383325	0.878288094	SJMC	SD0571	SD0571	MyBrCa						
X14956.D709_D502	0.010890278	0.013736496	0.020546882	0.296632888	0	0.051766914	0	0.104017077	0.027492433	0	0	0.028089705	0.015880321	0	0.065688541	0.330966391	0.019039069	0	0.015253005	0	0	0	0.155	0.102798102	1.053827466	SJMC	SD0590	SD0590	MyBrCa						
X15092.D710_D508	0.001310027	0.002631955	0	0.092559594	0	0.083417784	0	0.102378476	0.011186162	0	0	0.037524618	0.030300429	0.318389214	0.041060271	0.229771441	0.010889447	0	0.03858058	0	0	0	0	0.331613157	0.959387731	SJMC	SD0594	SD0594	MyBrCa						
X15602.D711_D507	0.00661424	0.014584	0	0.042404153	0	0.073547432	0	0.086375016	0	0	0.005108821	0.018068515	0.020108338	0.171560149	0.093810453	0.442733608	0	0	0.025085275	0	0	0	0.001	0.318123863	0.967206544	SJMC	SD0599	SD0599	MyBrCa						
X14957.D701_D508	0	0.007190247	0.015785684	0	0	0.049493682	0	0.050727939	0.009832205	0	0.01925501	0	0	0.23791279	0.007300941	0.481125015	0	0	0.118113612	0	0	0.003262875	0	0.386866759	0.937518735	SJMC	SD0601	SD0601	MyBrCa						
X14956.D707_D507	0.012712916	0	0.007066853	0.091161363	0	0.11019793	0	0.043489431	0.01909692	0	0.013424547	0.017264831	0.028723135	0.072509606	0.066522511	0.460265378	0	0	0.050004425	0	0	0.007560155	0	0.332321686	0.951741055	SJMC	SD0610	SD0610	MyBrCa						
X14956.D702_D502	0.002287677	0.015933096	0.01253855	0.200796217	0	0.130434133	0	0.068063982	0.046356634	0.007960989	0	0.060926578	0	0.009001175	0.09218725	0.319785396	0.00422118	0	0.029507143	0	0	0	0	0.359797958	0.937029832	SJMC	SD0613	SD0613	MyBrCa						
X14956.D702_D505	0.015061376	0.007935466	0.026538863	0.260146745	0	0.025063726	0.011613333	0.19707392	0.033137545	0	0	0.059881974	0.009985779	0.023856221	0.10462442	0.213847993	0	0	0.011232636	0	0	0	0.01	0.240750013	0.996712762	SJMC	SD0623	SD0623	MyBrCa						
X15436.D706_D501	4.00E-04	0	0.016388232	0.092962902	0	0.16893782	0	0.064368068	3.00E-04	0	0	0.056497426	0	0.031313162	0.0840076	0.452221862	0	0	0.023248647	0	0	0.009420272	0	0.395616784	0.920036756	SJMC	SD0629	SD0629	MyBrCa						
X15436.D705_D502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.945193685	SJMC	SD0632	SD0632	MyBrCa						
X15855.D706_D506	0.013871613	0	0.006757841	0.091488934	0	0.013692022	0	0.044390067	0.033510921	0	0.01316721	0	5.00E-04	0	0.041692642	0.523666044	0.007996612	0	0.209289551	0	0	0	0	0.386423848	0.926080249	SJMC	SD0632	SD0632	MyBrCa						
X14956.D709_D503	0.008015656	0.048222931	0.003397528	0.117132869	0	0.146119286	0	0.061157184	0.043591918	0.002411382	0	0.023621543	0.01636816	0	0.042018572	0.388926971	0.003960632	0.008632678	0.084861804	0	0	0.001560885	0	0.348197072	0.939578391	SJMC	SD0633	SD0633	MyBrCa						
X14956.D704_D508	0	0.056912759	0	0.102616721	0	0.079407852	0	0.038648728	0.057165116	0	0.00507312	0	0	0.002082771	0	0.539072986	0.001610925	0	0.117409023	0	0	0	0.75	-0.0013	1.102556916	SJMC	SD0636	SD0636	MyBrCa						
X14957.D705_D507	0.055463475	0	0.039236786	0.050097405	0	0.037768094	0	0.055639229	0.009196801	0	0	0.038867636	0	0.073616796	0.019417285	0.566956057	0	0	0.006637934	0.046042764	0	0.00105974	0	0.410308911	0.915876714	SJMC	SD0638	SD0638	MyBrCa						
X14957.D709_D505	0.049561434	0	0.001645703	0.066140531	0	0.159292063	0	0.036300688	0.019128786	0.001118884	0	0.037239847	0	0.194869434	0.058954546	0.324242701	0.001053632	0	0.05045175	0	0	0	0	0.406787868	0.914759133	SJMC	SD0659	SD0659	MyBrCa						
X14956.D711_D502	0.007082094	0.018931413	0	0.118240418	0	0.050716962	0	0.110192322	0.043432983	0	0	0.045818594	0.016347008	0.139450466	0.043614271	0.355350081	0	0	0.050823389	0	0	0	0	0.366874317	0.933470643	SJMC	SD0660	SD0660	MyBrCa						
X15092.D702_D504	0.036628188	0	0	0.104171875	0	0.24533035	0	0.018650884	0	0	0.004468652	0.022265982	0.017725269	0.008846869	0.137777886	0.367850608	0.012286844	0	0.023996594	0	0	0	0.01	0.241041392	0.995505157	SJMC	SD0665	SD0665	MyBrCa						
X14956.D705_D506	0.052197059	0	0.054771721	0.072907115	0	0.010639981	0	0.078305336	0	0	0	0.014665278	0	0.231471528	0.011128946	0.299413571	0	0	0.174499466	0	0	0	0	0.471178441	0.881779472	SJMC	SD0675	SD0675	MyBrCa						
X15092.D704_D502	0.003156789	0	0.001372078	0.001844453	0	0.006362453	0	0.048915613	0.001358376	0	0.002814999	0.018029283	0	0.241161128	0.079755056	0.558504968	0	0	0.009390369	0.01108059	0	0.016253845	0	0.574187963	0.819603565	SJMC	SD0680	SD0680	MyBrCa						
X15602.D701_D507	0.001741202	0	0.021241335	0.071475514	0	0.094925983	0.025011368	0.055625528	0	0	0	0.059663304	0.053947414	0	0.106970933	0.347767345	0.089995656	0.003517838	0	0.057436093	0	0.010680489	0.001	0.309504967	0.957654316	SJMC	SD0682	SD0682	MyBrCa						
X15602.D704_D502	0.007484462	0	0.001221261	0	0	0.184716934	0	0.039012637	0.022490762	0	0.061507105	0	0	0.405664416	0.001529748	0.230509274	0	0	0	0.039782017	0.006081384	0	0	0.351538567	0.961395577	SJMC	SD0683	SD0683	MyBrCa						
X14956.D702_D507	0	0	0.004102824	0.140992873	0	0.046358012	0	0.196293937	0	0	0.014765425	0	0.030491961	0.179541865	0.001710947	0.213737684	0	0	0.172004472	0	0	0	0.309	0.061312507	1.070022631	SJMC	SD0693	SD0693	MyBrCa						
X14957.D703_D504	0.011279137	0	0	0.074720491	0	0.050404787	0	0.028705406	0.006021653	0	0	0.031049222	0.014445151	0.037602368	0.058400448	0.567576616	0	0	0.091541088	0	0	0.028253635	0	0.404058558	0.918972032	SJMC	SD0695	SD0695	MyBrCa						
X15535.D705_D501	0.062937729	0	0	0.147970034	0	0.032604248	0.006912232	0.097071082	0	0	0	0.082901793	0.010424073	0.028352288	0.143327128	0.223729325	0.011640848	0	0.152129221	0	0	0	0	0.364150908	0.93333469	SJMC	SD0697	SD0697	MyBrCa						
X15436.D707_D501	0.017002592	0.001512214	0	0.104594409	0	0.155240572	0	0.036843907	0.008424366	0.019468559	0	0.048274459	0.02148793	0	0.109401181	0.296062074	0.091692395	0	0.089995342	0	0	0	0	0.533103542	0.852211877	SJMC	SD0698	SD0698	MyBrCa						
X15602.D701_D501	0.046163872	0	0.027794655	0.11034231	0	0.181900208	0	0.046812276	0	0	0	0.05384182	0.020712234	0	0.096364954	0.318968444	0.028821498	0	0.06697641	0	0	0.00130132	0.126	0.114148767	1.038008234	SJMC	SD0702	SD0702	MyBrCa						
X15535.D706_D504	0	0.051962576	0	0.041779149	0	0.117225666	0	0.042661932	0.018332803	0	0.112518821	0	0	0.477485387	0.006338327	0.124076832	0	0	0	0	0.007618505	0	0.001	0.30168183	0.994637175	SJMC	SD0703	SD0703	MyBrCa						
X15092.D701_D503	0.025764083	0	0.00529346	0.136716731	0	0.098214494	0.006890852	0.062771386	0.006471779	0	0	0.018951461	0.026261656	0.019912035	0.133473397	0.357061693	0.011108761	0	0.086957098	0	0	0.004151116	0.001	0.308115738	0.960094977	SJMC	SD0705	SD0705	MyBrCa						
X15602.D704_D506	0.012765988	0	0	0.060755432	0	0.097252442	0	0	0.011970702	0	0	0.017706351	0.033611985	0	0.07883475	0.396759379	0.024303183	0	0.266039788	0	0	0	0	0.441037954	0.89722985	SJMC	SD0708	SD0708	MyBrCa						
X15602.D702_D505	0.079327406	0	0.015379803	0.06248187	0	0.142232196	0	0.03029372	0	0	0	0.013001241	0	0.11305618	0.04222502	0.445622265	0	0	0.047039509	0	0	0.009340791	0	0.344899059	0.945748634	SJMC	SD0711	SD0711	MyBrCa						
X15092.D705_D508	0.016750228	0	0	0.074488271	0	0.036218854	0	0.057235761	0.01006964	0.00306332	0	0.022326325	0	0.092269155	0.042114598	0.527958497	0	0	0.10431215	0	0	0.013193199	0	0.461049423	0.88749568	SJMC	SD0714	SD0714	MyBrCa						
X15602.D706_D502	0.010479944	0	0	0.04971731	0	0.122240889	0	0.010335498	0.008520766	0	0	0.014290803	0.017270034	0.006487156	0.056064756	0.530051571	0	0	0.169527014	0	0	0.005014259	0	0.440257955	0.898139252	SJMC	SD0715	SD0715	MyBrCa						
X14957.D703_D507	0.108058793	0.064167638	0	0.128160276	0	0.099458153	0	0.046064752	0.069723013	0	0	0.086643949	6.00E-04	0.070169351	0.09290857	0.214861839	0	0	0.01917286	0	0	0	0	0.476079855	0.87934819	SJMC	SD0717	SD0717	MyBrCa						
X15535.D701_D505	0	0.002276374	0.001056752	0	0	0.10759743	0	0.046012989	0.042007443	0	0.049835716	0	0	0.636283151	0.002802275	0.101867716	0	0	0.010260153	0	0	0	0	0.632979934	0.777510261	SJMC	SD0721	SD0721	MyBrCa						
X15092.D704_D501	0.021935511	0	0.008339888	0.106053098	0	0.047353839	0.003171134	0.074485353	0.006880308	0	0	0.050974016	0	0.059070025	0.13249507	0.33400894	0.025223975	0	0.123965079	0	0	0.006043764	0.05	0.172882275	1.020553246	SJMC	SD0731	SD0731	MyBrCa						
X15092.D704_D504	0.041322867	0	0.008544593	0.07171872	0	0.085791621	0	0.043638094	0.006449998	0.003043302	0	0.043357885	0	0	0.032433937	0.449371563	0.090704626	0	0.062429267	6.00E-04	0	0.060609174	0.006	0.263589698	0.980366591	SJMC	SD0734	SD0734	MyBrCa						
X15535.D706_D503	0.005125334	0	0.008108951	0.084837719	0	0.026513727	0	0.018292529	0.029256901	0	0.031696578	0	0.008417047	0.066843137	0	0.643146132	0	0	0.077761944	0	0	0	0	0.342112781	0.959801888	SJMC	SD0735	SD0735	MyBrCa						
X15535.D710_D508	0.002664187	0.017187215	0	0.108602307	0	0.069685652	0	0.009763498	0.035677006	0	0	0.004301092	0.019367311	0	0.04399772	0.54306097	0.022868125	0	0.122824917	0	0	0	0	0.346640846	0.945920211	SJMC	SD0740	SD0740	MyBrCa						
X15602.D705_D501	0.038415911	0.004101238	0.01393568	0.055921304	0	0.193988488	0	0.044924982	0	0	0	0.022624072	0.003186122	0.015855811	0.042828547	0.442254215	0	0	0.119939808	0	0	0.002023825	0	0.328228091	0.949808921	SJMC	SD0741	SD0741	MyBrCa						
X15436.D706_D503	0	0.002639925	0	0.036700713	0	0.115049104	0	0	0	0	0	0.008476931	0.086247819	0	0.012716716	0.505768536	0.014997816	0	0.217402441	0	0	0	0	0.356813359	0.943455052	SJMC	SD0743	SD0743	MyBrCa						
X14956.D711_D503	0.006673392	0	0.003854478	0.017705913	0	0.101323067	0	0.020673045	0.070901855	0	0.036615471	0	0	0.21256841	0	0.469922486	0	0	0.059761882	0	0	0	0.003	0.268049151	0.998082135	SJMC	SD0748	SD0748	MyBrCa						
X14956.D712_D506	0.005111693	0.003198371	0	0.041912687	0	0.071910934	0	0.029775734	0.054463916	0	0.073405677	0	0	0.309479962	0.007222538	0.344486253	0	0	0.059032234	0	0	0	0.001	0.278421636	0.994115353	SJMC	SD0752	SD0752	MyBrCa						
X15436.D708_D508	0.015071459	0	0	0.11413622	0	0.103569765	0	0.08063196	0.020263383	0	0	0.065810449	0.033986834	0	0.108374691	0.312681751	0.014100083	0	0.131373405	0	0	0	0	0.406029754	0.913197962	SJMC	SD0756	SD0756	MyBrCa						
X15535.D703_D501	0.033577188	0.021282879	0.004072693	0.1390961	0	0.171135358	0	0.05181996	0.042994406	0	0	0.006425204	0.012695867	0	0.054621159	0.379168554	0.013785202	0	0.069238347	0	0	1.00E-04	0.027	0.202775085	1.00399518	SJMC	SD0757	SD0757	MyBrCa						
X15535.D704_D508	0.062348729	0	8.00E-04	0.052508874	0	0.172711665	0	0.027225171	0.00133933	0	0	0.020437638	0.004593067	0	0.044143959	0.455355003	0.011761989	0	0.1461853	0	0	6.00E-04	0	0.399133506	0.91709942	SJMC	SD0761	SD0761	MyBrCa						
X15535.D704_D506	0.033963392	0	0.007864151	0.054460518	0	0.109427713	0.018717207	0.030558921	0	0	0	0.028954689	0.024537842	0.007201934	0.036773977	0.404879722	0.066797937	0.003780964	0.15165997	0	0	0.020421061	0.001	0.292978888	0.964392083	SJMC	SD0773	SD0773	MyBrCa						
X15602.D707_D501	0.008085264	0.040590565	0	0.102249398	0	0.157963376	0.004360258	0.065418391	0.06666038	0	0	0.064992394	0.001771938	0.033949321	0.16638507	0.241912921	0.003934337	0	0	0.013157532	0	0.028568856	0	0.522392526	0.853316679	SJMC	SD0781	SD0781	MyBrCa						
X15092.D705_D506	0.009358239	0.010407598	0	0.09576361	0	0.082920007	0	0.038956544	0.017709918	0	0.022218269	0.002699398	0.005140997	0	0.050404247	0.582445542	0.0425799	0	0.018356842	0.021038889	0	0	0.001	0.320961897	0.962063512	SJMC	SD0787	SD0787	MyBrCa						
X15535.D710_D502	0.098365955	0	0.008765373	0.1661511	0	0.133116864	0	0.062427153	0.009193285	0.005644209	0	0.040215024	0.023568365	0	0.06278987	0.358304113	0.017012521	0	0.013994325	0	0	5.00E-04	0	0.366430154	0.931978573	SJMC	SD0788	SD0788	MyBrCa						
X15092.D710_D502	0.001489145	0	0	0.028027002	0	0.071770076	0	0.032264819	0.006492897	0	0	0.001332779	0	0.25170929	0	0.555722716	0.018994184	0.00994944	0.022247652	0	0	0	0	0.551647232	0.836406924	SJMC	SD0791	SD0791	MyBrCa						
X15436.D707_D506	0.015227677	0	0	0.037984323	0	0.080401616	0	0.037683442	0.048179548	0	0.007385075	0.001898052	0	0.089136693	0.045391344	0.573117796	0	0	0.053713876	0	0	0.009880558	0	0.394572715	0.926568899	SJMC	SD0792	SD0792	MyBrCa						
X15092.D702_D507	9.00E-04	0.014974135	0	0.044904516	0	0.095340836	0	0	0.007734497	0	0.070944362	0	0.002648374	0	0	0.6519985	0	0	0.110555088	0	0	0	0.084	0.139748836	1.0594964	SJMC	SD0793	SD0793	MyBrCa						
X14956.D706_D503	0.061405169	0	0.023848534	0.060609724	0	0.151942433	0	0.056650178	0.026821368	0	0	0.038687154	0.012562516	0	0.078516031	0.398359861	0.004871822	0	0.085725209	0	0	0	0	0.383018413	0.923640477	SJMC	SD0798	SD0798	MyBrCa						
X14956.D708_D508	0.006359998	0	0.002740178	0.037135507	0	0.042532936	0	0.065976702	0.034581841	0	0	0.043328232	0	0.089178618	0.101360683	0.45590719	0	0.011111085	0.087291978	0	0	0.022495053	0	0.321783194	0.95940009	SJMC	SD0799	SD0799	MyBrCa						
X14956.D704_D506	0.006568613	0	0	0.149205881	0	0	0	0.063254373	0.013224314	0	0	0.032099162	0.013413499	0.091460811	0.029432214	0.39991336	0.001531663	0	0.199896111	0	0	0	0	0.370504815	0.932345051	SJMC	SD0802	SD0802	MyBrCa						
X15092.D702_D508	0	0.019342866	0	0.026261941	0	0	0	0.020962331	0.026511331	0.005440406	0.009763289	0	0	0.57270632	0.008572552	0.243098199	0	0	0.067340764	0	0	0	0	0.588798436	0.816765813	SJMC	SD0804	SD0804	MyBrCa						
X14956.D701_D506	0.108766368	0.013959547	0	0.068106642	0	0.082022877	0.004804204	0.025767593	0.026842611	0	0	0.034218709	0	0.187594741	0.032277939	0.354846343	0.007202358	0	0.053590067	0	0	0	0	0.519510058	0.855701964	SJMC	SD0809	SD0809	MyBrCa						
X14957.D711_D501	0.011066491	0.004181741	0	0.074261711	0	0.084061992	0	0.045934457	0.021677707	0	0	0.061568793	0.032108567	0.102267785	0.098575259	0.362403308	0.006188381	0	0.095703809	0	0	0	0	0.457655629	0.888332259	SJMC	SD0810	SD0810	MyBrCa						
X14957.D711_D506	0.045850162	0.029489518	0.00401572	0.092231676	0	0.12651523	0	0.053568839	0.015805682	0	0.005975126	0.020632938	0.027191616	0	0.026529774	0.37057503	0.018505474	0	0.163113215	0	0	0	0.028	0.199193486	1.00219334	SJMC	SD0812	SD0812	MyBrCa						
X14957.D710_D501	0.159723721	0	0.008908627	0.142490371	0	0.158972422	0	0.092446844	0.009580341	0.037114866	0	0.064271491	0.00989369	0	0.050373612	0.215408683	0.022880214	0	0.027935117	0	0	0	0.006	0.263900508	0.979555812	SJMC	SD0816	SD0816	MyBrCa						
X15602.D711_D502	0.064633619	0.001279349	0	0.049997097	0	0.179742918	0	0.049138501	0.005064091	0	0	0.046171321	0	0.141723742	0.089288567	0.265558226	0.002432739	0	0.104969829	0	0	0	0	0.391336499	0.920347895	SJMC	SD0817	SD0817	MyBrCa						
X15436.D706_D507	0.017426688	0.00925347	0.005186797	0.067716495	0	0.034066098	0	0.027711379	0.03491054	0.021828069	0	0	0	0.263296387	0.032041863	0.386130276	0	0	0.100431939	0	0	0	0	0.525094332	0.850738359	SJMC	SD0821	SD0821	MyBrCa						
X15535.D701_D507	0.019436335	0.02843761	0	0.105960845	0	0.018410243	0	0.055708554	0.062697211	0	0	0.020476316	0.009751338	0.124708757	0.052586489	0.416177429	0	0	0.075287972	0	0	0.010360902	0	0.344988605	0.944930582	SJMC	SD0824	SD0824	MyBrCa						
X15436.D704_D507	0.016099461	0	0	0.045246456	0	0.065663133	0	0.028243178	0.005200907	0	0	0.003639576	0	0.214092258	0.033927338	0.485000252	0	0	0.100046907	0	0	0.002840534	0	0.564030889	0.825826606	SJMC	SD0825	SD0825	MyBrCa						
X14956.D709_D501	0.120443864	0	0	0.154191256	0	0	0	0.131150178	0.113124837	0.008815204	0	0.095647601	0	0.09372002	0.067433932	0.193406281	0	0	0.007915425	0.014151402	0	0	0	0.429267825	0.9024672	SJMC	SD0826	SD0826	MyBrCa						
X14957.D701_D507	0.031109903	0	0	0.108820347	0	0.176524875	0	0.003682232	0.041563653	0	0.005235342	0.006876507	0.039741266	0	0.059423606	0.272890496	0.005177208	0	0.248954566	0	0	0	0	0.419602509	0.907129747	SJMC	SD0829	SD0829	MyBrCa						
X14956.D706_D506	0.01638345	0	0	0.044603756	0	0.024736255	0	0.039647349	0.010726725	0	0.003623631	0.011621743	0	0.154894299	0.074661459	0.537401726	0.002735464	0	0.071781999	0	0	0.007182143	0	0.377514143	0.940191005	SJMC	SD0834	SD0834	MyBrCa						
X15602.D701_D502	0	0.026555663	0.006032583	0.131431842	0	0.083538219	0.016141833	0.065747759	0.009369549	0.008814245	0	0.068231473	0	0.050821048	0.113110292	0.331478305	0.011375218	0	0.073957852	0	0	0.003394119	0	0.409635999	0.911791287	SJMC	SD0847	SD0847	MyBrCa						
X15602.D707_D503	0.029228364	0	0.00936663	0.052343629	0	0.056257983	0	0.046637932	0.038738163	0.031777903	0	0.030368776	0	0.199625771	0.081513515	0.315741251	0.003056077	0	0.105344007	0	0	0	0	0.49127688	0.87065464	SJMC	SD0848	SD0848	MyBrCa						
X15092.D706_D502	0.03734719	0	0.023160955	0.03987847	0	0.007531104	0	0.03595859	0.020387174	0	0	0.041493723	0	0.099321713	0.056442635	0.510042981	0	0	0.125753355	0	0	0.002682109	0	0.433185274	0.902587746	SJMC	SD0850	SD0850	MyBrCa						
X14956.D710_D508	0.061122306	0	0.032194394	0.102579535	0	0.103312195	0	0.042849581	0.0044833	0	0	0.0493539	0.001970616	0.075470588	0.020154799	0.310531311	0.01981423	0	0.176163244	0	0	0	0.059	0.161974977	1.017401362	SJMC	SD0854	SD0854	MyBrCa						
X14956.D711_D501	0.086748553	0	0.021501246	0.094397919	0	0.177278363	0	0.050095058	0.024194615	0	0	0.02286165	0.004071026	0	0.040700489	0.343639084	0.034872312	0	0.099639685	0	0	0	0	0.387556856	0.921331088	SJMC	SD0855	SD0855	MyBrCa						
X15535.D702_D501	0.077930101	0.007475542	0	0.067111806	0	0.137812784	0	0.096896482	0.032542262	0	0	0.054850999	8.00E-04	0	0.163175576	0.300942536	0.015806575	0.010563167	0.032543514	0	0	0.001538641	0	0.333330252	0.950504663	SJMC	SD0859	SD0859	MyBrCa						
